algorithm,tier,solving_time_ms_mean,solving_time_ms_std,iterations_mean,iterations_std,time_per_iter_ms_mean,time_per_iter_ms_std,success_rate_pct
jax_ik,easy,1.5367362799224793,0.8586640819859426,19.43,12.227227813368,0.090124099844393,0.04059415357879565,100.0
ikpy,easy,17.691555719984535,10.743295628974447,35.38,14.102326049272866,0.4856582719483318,0.11193012933100177,100.0
roboticstoolbox,easy,12.06244239996522,2.21463485560025,8.36,3.4337151891209614,1.6408983213734505,0.6399312753971443,100.0
jax_ik,medium,0.7528653500230575,0.4773597754434652,11.38,8.81564518342248,0.08053239384921138,0.03618087330651188,100.0
ikpy,medium,31.173316540034648,39.752896508095915,50.97,50.35820787121003,0.5367445500053714,0.12717469905180367,100.0
roboticstoolbox,medium,10.236015580021558,0.6744255968084948,12.16,12.248036577345774,1.337692220364761,0.7099644525179145,100.0
jax_ik,hard,4.053035590031868,3.0593833598482423,55.67,52.42633975398245,0.0761143634826704,0.013566116101575513,100.0
ikpy,hard,8.513533529994675,2.6602636454513915,13.76,4.628433860389495,0.6227821032978674,0.02908604798878655,94.0
roboticstoolbox,hard,11.340053120002267,1.5126760314102115,30.65,30.815702166265815,0.7502314395339864,0.5102166299164127,100.0
